shipment_id,cost_type,calc_method,rate_ref,cost_amount,currency,load_date,update_date
S004380,Fuel,index,DOE 3.85,114.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004381,Base,per-mile,RPM 2.64,564.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004381,Fuel,index,DOE 3.85,36.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004382,Base,per-mile,RPM 2.10,1086.52,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004382,Fuel,index,DOE 3.86,86.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004383,Accessorial: Lumper,flat,LUMPER,268.53,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004383,Base,per-mile,RPM 1.73,1249.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004383,Fuel,index,DOE 3.92,117.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004384,Base,per-mile,RPM 2.37,3719.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004384,Fuel,index,DOE 3.89,279.33,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004385,Accessorial: Detention,flat,DETENTION,126.13,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004385,Base,per-mile,RPM 1.75,1009.41,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004385,Fuel,index,DOE 3.90,101.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004386,Base,per-mile,RPM 2.15,2830.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004386,Fuel,index,DOE 3.85,225.11,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004387,Base,per-mile,RPM 2.39,1588.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004387,Fuel,index,DOE 3.94,139.16,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004388,Base,per-mile,RPM 2.18,1119.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004388,Fuel,index,DOE 3.77,97.51,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004389,Base,per-mile,RPM 2.18,3788.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004389,Fuel,index,DOE 3.89,312.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004390,Base,per-mile,RPM 2.38,2391.89,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004390,Fuel,index,DOE 3.94,184.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004391,Base,per-mile,RPM 1.77,1546.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004391,Fuel,index,DOE 3.89,145.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004392,Base,per-mile,RPM 2.24,1409.55,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004392,Fuel,index,DOE 3.94,109.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004393,Base,per-mile,RPM 1.90,782.71,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004393,Fuel,index,DOE 3.87,84.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004394,Base,per-mile,RPM 2.32,2423.86,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004394,Fuel,index,DOE 3.84,178.81,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004395,Base,per-mile,RPM 1.94,298.81,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004395,Fuel,index,DOE 3.82,30.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004396,Base,per-mile,RPM 1.85,914.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004396,Fuel,index,DOE 3.85,92.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004397,Base,per-mile,RPM 2.11,2862.15,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004397,Fuel,index,DOE 3.92,244.85,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004398,Base,per-mile,RPM 2.56,849.22,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004398,Fuel,index,DOE 3.86,61.53,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004399,Base,per-mile,RPM 2.19,4062.21,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004399,Fuel,index,DOE 3.89,337.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004400,Base,per-mile,RPM 2.27,1546.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004400,Fuel,index,DOE 3.90,114.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004401,Base,per-mile,RPM 2.54,998.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004401,Fuel,index,DOE 3.85,62.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004402,Base,per-mile,RPM 2.14,1186.07,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004402,Fuel,index,DOE 3.90,100.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004403,Base,per-mile,RPM 2.16,1043.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004403,Fuel,index,DOE 3.87,79.1,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004404,Base,per-mile,RPM 2.21,1247.41,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004404,Fuel,index,DOE 3.94,97.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004405,Base,per-mile,RPM 2.60,971.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004405,Fuel,index,DOE 3.92,66.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004406,Base,per-mile,RPM 2.11,1486.87,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004406,Fuel,index,DOE 3.89,135.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004407,Accessorial: Layover,flat,LAYOVER,69.75,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004407,Base,per-mile,RPM 2.22,1697.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004407,Fuel,index,DOE 3.83,112.91,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004408,Base,per-mile,RPM 1.61,1326.46,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004408,Fuel,index,DOE 3.89,144.65,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004409,Base,per-mile,RPM 2.65,436.55,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004409,Fuel,index,DOE 3.77,28.74,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004410,Base,per-mile,RPM 2.16,3030.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004410,Fuel,index,DOE 3.94,242.8,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004411,Base,per-mile,RPM 1.80,1296.06,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004411,Fuel,index,DOE 3.83,139.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004412,Base,per-mile,RPM 1.87,1139.17,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004412,Fuel,index,DOE 3.82,107.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004413,Base,per-mile,RPM 2.26,3287.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004413,Fuel,index,DOE 3.89,290.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004414,Base,per-mile,RPM 1.92,2832.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004414,Fuel,index,DOE 3.89,295.89,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004415,Base,per-mile,RPM 2.23,981.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004415,Fuel,index,DOE 3.89,82.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004416,Base,per-mile,RPM 1.87,1462.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004416,Fuel,index,DOE 3.87,127.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004417,Base,per-mile,RPM 2.34,1008.38,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004417,Fuel,index,DOE 3.94,89.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004418,Base,per-mile,RPM 2.37,1466.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004418,Fuel,index,DOE 3.89,108.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004419,Base,per-mile,RPM 2.33,2048.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004419,Fuel,index,DOE 3.98,154.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004420,Base,per-mile,RPM 1.75,1090.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004420,Fuel,index,DOE 3.94,117.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004421,Base,per-mile,RPM 2.31,2706.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004421,Fuel,index,DOE 3.86,223.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004422,Base,per-mile,RPM 2.35,3314.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004422,Fuel,index,DOE 3.83,253.53,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004423,Accessorial: TONU,flat,TONU,94.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004424,Base,per-mile,RPM 1.83,1420.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004424,Fuel,index,DOE 3.94,140.08,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004425,Base,per-mile,RPM 2.42,1667.49,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004425,Fuel,index,DOE 3.94,109.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004426,Base,per-mile,RPM 1.98,3242.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004426,Fuel,index,DOE 3.87,323.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004427,Base,per-mile,RPM 2.38,4796.13,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004427,Fuel,index,DOE 3.98,324.65,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004428,Accessorial: TONU,flat,TONU,198.4,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004429,Accessorial: Lumper,flat,LUMPER,272.14,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004429,Base,per-mile,RPM 2.16,713.25,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004429,Fuel,index,DOE 3.90,73.31,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004430,Base,per-mile,RPM 2.23,1621.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004430,Fuel,index,DOE 3.96,144.97,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004431,Base,per-mile,RPM 2.09,816.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004431,Fuel,index,DOE 3.89,70.56,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004432,Base,per-mile,RPM 2.38,624.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004432,Fuel,index,DOE 3.87,41.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004433,Base,per-mile,RPM 1.97,856.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004433,Fuel,index,DOE 3.89,79.05,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004434,Base,per-mile,RPM 2.10,2206.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004434,Fuel,index,DOE 3.94,205.01,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004435,Base,per-mile,RPM 2.20,3369.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004435,Fuel,index,DOE 3.82,267.67,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004436,Base,per-mile,RPM 1.81,1034.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004436,Fuel,index,DOE 3.89,88.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004437,Base,per-mile,RPM 2.29,1278.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004437,Fuel,index,DOE 3.82,105.37,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004438,Base,per-mile,RPM 1.82,731.85,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004438,Fuel,index,DOE 3.89,67.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004439,Base,per-mile,RPM 2.71,424.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004439,Fuel,index,DOE 3.94,28.62,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004440,Base,per-mile,RPM 2.72,1086.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004440,Fuel,index,DOE 3.87,68.39,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004441,Base,per-mile,RPM 2.31,3625.63,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004441,Fuel,index,DOE 3.92,312.99,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004442,Base,per-mile,RPM 2.17,1369.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004442,Fuel,index,DOE 3.94,121.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004443,Base,per-mile,RPM 2.68,851.92,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004443,Fuel,index,DOE 3.84,61.98,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004444,Base,per-mile,RPM 2.40,708.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004444,Fuel,index,DOE 3.77,49.32,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004445,Accessorial: Detention,flat,DETENTION,251.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004445,Base,per-mile,RPM 1.52,1333.48,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004445,Fuel,index,DOE 3.90,158.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004446,Accessorial: Layover,flat,LAYOVER,304.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004446,Base,per-mile,RPM 2.73,794.6,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004446,Fuel,index,DOE 3.87,54.17,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004447,Accessorial: Lumper,flat,LUMPER,74.58,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004447,Base,per-mile,RPM 2.37,1441.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004447,Fuel,index,DOE 3.92,117.54,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004448,Base,per-mile,RPM 2.00,552.27,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004448,Fuel,index,DOE 3.85,50.53,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004449,Base,per-mile,RPM 2.18,1652.81,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004449,Fuel,index,DOE 3.89,130.93,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004450,Base,per-mile,RPM 2.35,1224.15,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004450,Fuel,index,DOE 3.84,80.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004451,Base,per-mile,RPM 1.94,3043.97,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004451,Fuel,index,DOE 3.85,245.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004452,Base,per-mile,RPM 2.09,442.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004452,Fuel,index,DOE 3.92,41.49,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004453,Base,per-mile,RPM 1.82,1268.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004453,Fuel,index,DOE 3.94,134.85,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004454,Base,per-mile,RPM 2.14,1463.34,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004454,Fuel,index,DOE 3.92,126.0,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004455,Base,per-mile,RPM 1.86,2858.99,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004455,Fuel,index,DOE 3.87,311.81,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004456,Accessorial: TONU,flat,TONU,142.21,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004457,Base,per-mile,RPM 2.37,1613.83,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004457,Fuel,index,DOE 3.89,112.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004458,Accessorial: Lumper,flat,LUMPER,116.35,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004458,Base,per-mile,RPM 2.32,1057.17,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004458,Fuel,index,DOE 3.87,99.59,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004459,Base,per-mile,RPM 1.75,1110.23,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004459,Fuel,index,DOE 3.85,123.02,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004460,Base,per-mile,RPM 2.33,1637.03,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004460,Fuel,index,DOE 3.90,114.69,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004461,Base,per-mile,RPM 2.30,2329.43,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004461,Fuel,index,DOE 3.92,211.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004462,Base,per-mile,RPM 1.73,2388.57,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004462,Fuel,index,DOE 3.84,201.7,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004463,Base,per-mile,RPM 2.40,1045.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004463,Fuel,index,DOE 3.86,77.86,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004464,Base,per-mile,RPM 2.12,1475.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004464,Fuel,index,DOE 3.89,114.47,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004465,Base,per-mile,RPM 2.30,1711.95,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004465,Fuel,index,DOE 3.90,131.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004466,Base,per-mile,RPM 2.58,857.87,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004466,Fuel,index,DOE 3.92,60.45,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004467,Base,per-mile,RPM 2.03,826.09,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004467,Fuel,index,DOE 3.92,70.24,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004468,Base,per-mile,RPM 1.98,2973.64,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004468,Fuel,index,DOE 3.84,234.76,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004469,Accessorial: TONU,flat,TONU,178.24,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004470,Base,per-mile,RPM 1.63,914.02,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004470,Fuel,index,DOE 3.94,114.94,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004471,Accessorial: Detention,flat,DETENTION,321.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004471,Base,per-mile,RPM 2.12,3293.83,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004471,Fuel,index,DOE 3.96,255.68,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004472,Base,per-mile,RPM 2.42,607.42,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004472,Fuel,index,DOE 3.85,47.73,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004473,Base,per-mile,RPM 1.54,643.44,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004473,Fuel,index,DOE 3.77,75.19,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004474,Accessorial: Detention,flat,DETENTION,100.82,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004474,Base,per-mile,RPM 1.59,1390.84,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004474,Fuel,index,DOE 3.87,164.72,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004475,Base,per-mile,RPM 1.86,2841.15,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004475,Fuel,index,DOE 3.85,259.12,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004476,Base,per-mile,RPM 2.22,2296.3,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004476,Fuel,index,DOE 3.89,176.61,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004477,Base,per-mile,RPM 2.33,5713.65,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004477,Fuel,index,DOE 3.85,392.38,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004478,Accessorial: Detention,flat,DETENTION,273.66,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004478,Base,per-mile,RPM 2.66,887.1,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004478,Fuel,index,DOE 3.89,64.18,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004479,Accessorial: Lumper,flat,LUMPER,60.46,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004479,Base,per-mile,RPM 2.41,3449.36,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004479,Fuel,index,DOE 3.85,267.28,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004480,Base,per-mile,RPM 1.63,1120.79,USD,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
