shipment_id,leg_id,customer_id,carrier_id,equipment_id,origin_loc_id,dest_loc_id,lane_id,tender_ts,pickup_plan_ts,pickup_actual_ts,delivery_plan_ts,delivery_actual_ts,planned_miles,actual_miles,pieces,weight_lbs,cube,revenue,total_cost,fuel_surcharge,accessorial_cost,status,isdeliveredontime,isinfull,isotif,cancel_flag,load_date,update_date
S004285,1,14,7,2,57,2,197,2024-02-24T15:19:00+00:00,2024-02-25T15:19:00+00:00,2024-02-25T15:19:00+00:00,2024-02-26T23:19:00+00:00,2024-02-26T16:19:00+00:00,235.96,240.37,4,43300.98,558.25,635.57,499.97,32.69,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004286,1,12,8,1,5,18,18,2024-01-19T02:06:00+00:00,2024-01-19T15:06:00+00:00,,2024-01-22T15:06:00+00:00,,699.42,0.0,13,17065.82,2903.59,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004287,1,25,13,1,33,14,116,2024-05-16T21:22:00+00:00,2024-05-17T15:22:00+00:00,2024-05-17T15:22:00+00:00,2024-05-20T17:22:00+00:00,2024-05-20T17:22:00+00:00,948.01,973.46,17,22318.49,2604.47,2117.52,1849.6,130.49,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004288,1,20,6,1,21,2,71,2024-04-20T07:52:00+00:00,2024-04-20T11:52:00+00:00,2024-04-20T12:52:00+00:00,2024-04-22T18:52:00+00:00,2024-04-22T12:52:00+00:00,433.24,438.08,22,41191.95,562.19,1167.73,922.38,59.94,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004289,1,20,3,1,1,18,4,2024-01-01T02:17:00+00:00,2024-01-01T17:17:00+00:00,2024-01-01T18:17:00+00:00,2024-01-04T23:17:00+00:00,2024-01-04T19:17:00+00:00,769.97,787.26,4,6356.85,1606.22,1911.99,1589.42,114.88,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004290,1,12,4,1,1,10,2,2024-05-22T00:19:00+00:00,2024-05-22T12:19:00+00:00,2024-05-22T12:19:00+00:00,2024-05-25T14:19:00+00:00,2024-05-25T19:19:00+00:00,738.97,741.77,4,11823.96,2012.24,1845.39,1335.88,102.16,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004291,1,15,4,1,53,2,183,2024-01-21T15:44:00+00:00,2024-01-22T07:44:00+00:00,2024-01-22T07:44:00+00:00,2024-01-23T08:44:00+00:00,2024-01-23T05:44:00+00:00,222.08,230.48,16,37947.94,1343.18,596.51,499.2,31.09,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004292,1,17,1,2,17,14,60,2024-05-28T08:52:00+00:00,2024-05-29T08:52:00+00:00,2024-05-29T11:52:00+00:00,2024-06-02T15:52:00+00:00,2024-06-02T21:52:00+00:00,2399.43,2410.55,24,41578.92,133.68,5569.2,4827.23,331.24,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004293,1,14,4,2,13,46,53,2024-05-06T13:59:00+00:00,2024-05-07T13:59:00+00:00,2024-05-07T16:59:00+00:00,2024-05-11T18:59:00+00:00,2024-05-11T16:59:00+00:00,1415.02,1481.82,13,35392.15,492.91,3447.7,2537.11,197.4,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004294,1,25,9,3,53,22,188,2024-05-17T23:33:00+00:00,2024-05-18T16:33:00+00:00,2024-05-18T16:33:00+00:00,2024-05-20T23:33:00+00:00,2024-05-20T15:33:00+00:00,334.8,347.67,1,17605.2,1732.59,1042.18,812.49,46.09,338.88,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004295,1,8,7,2,33,42,122,2024-02-26T19:05:00+00:00,2024-02-27T09:05:00+00:00,,2024-03-02T09:05:00+00:00,,1128.26,0.0,14,24232.78,741.68,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004296,1,18,3,3,5,18,18,2024-01-19T00:23:00+00:00,2024-01-19T07:23:00+00:00,2024-01-19T08:23:00+00:00,2024-01-22T15:23:00+00:00,2024-01-22T10:23:00+00:00,702.69,734.23,24,27193.33,3002.33,1755.85,1275.32,99.61,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004297,1,2,2,3,25,58,98,2024-04-21T10:03:00+00:00,2024-04-21T18:03:00+00:00,2024-04-21T18:03:00+00:00,2024-04-24T00:03:00+00:00,2024-04-24T02:03:00+00:00,539.06,546.05,21,5926.33,289.08,1558.72,1216.44,74.58,296.05,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004298,1,3,4,1,25,58,98,2024-01-23T15:21:00+00:00,2024-01-24T08:21:00+00:00,2024-01-24T10:21:00+00:00,2024-01-26T11:21:00+00:00,2024-01-26T10:21:00+00:00,517.09,514.77,1,42304.42,1745.08,1292.72,1114.57,72.39,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004299,1,15,3,1,1,18,4,2024-03-03T23:31:00+00:00,2024-03-04T08:31:00+00:00,2024-03-04T08:31:00+00:00,2024-03-07T09:31:00+00:00,2024-03-08T17:31:00+00:00,755.15,749.41,13,26146.91,2891.6,1702.67,1249.69,104.02,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004300,1,19,8,2,1,6,1,2024-02-02T22:29:00+00:00,2024-02-03T09:29:00+00:00,2024-02-03T11:29:00+00:00,2024-02-06T16:29:00+00:00,2024-02-06T17:29:00+00:00,600.1,599.67,6,579.73,462.0,1269.9,951.02,82.3,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004301,1,17,6,1,25,6,86,2024-02-19T00:16:00+00:00,2024-02-19T10:16:00+00:00,2024-02-19T10:16:00+00:00,2024-02-21T17:16:00+00:00,2024-02-21T21:16:00+00:00,501.62,511.45,4,5617.89,1557.97,1276.9,1096.48,69.5,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004302,1,3,2,3,45,22,160,2024-03-11T06:38:00+00:00,2024-03-11T17:38:00+00:00,2024-03-11T17:38:00+00:00,2024-03-14T22:38:00+00:00,2024-03-15T05:38:00+00:00,615.73,622.55,15,25764.69,153.02,1415.38,1190.85,84.79,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004303,1,25,9,1,17,58,70,2024-06-30T00:53:00+00:00,2024-06-30T17:53:00+00:00,2024-06-30T19:53:00+00:00,2024-07-02T19:53:00+00:00,2024-07-03T08:53:00+00:00,541.3,534.8,7,19186.53,2282.98,1142.66,840.82,76.84,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004304,1,19,4,1,49,30,176,2024-04-04T10:49:00+00:00,2024-04-04T15:49:00+00:00,2024-04-04T16:49:00+00:00,2024-04-07T18:49:00+00:00,2024-04-08T04:49:00+00:00,906.03,900.55,15,2726.03,3129.31,2152.68,1727.01,128.61,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004305,1,17,9,1,21,50,82,2023-12-31T17:31:00+00:00,2024-01-01T11:31:00+00:00,2024-01-01T11:31:00+00:00,2024-01-05T12:31:00+00:00,2024-01-06T00:31:00+00:00,1024.8,1034.03,7,40870.45,830.2,2129.74,1547.73,152.9,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004306,1,16,12,2,13,10,45,2024-02-21T09:29:00+00:00,2024-02-21T16:29:00+00:00,2024-02-21T16:29:00+00:00,2024-02-25T20:29:00+00:00,2024-02-25T17:29:00+00:00,1220.98,1211.89,3,20556.93,2319.28,2446.3,1873.11,169.17,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004307,1,20,11,3,9,30,35,2024-03-24T16:04:00+00:00,2024-03-25T11:04:00+00:00,2024-03-25T11:04:00+00:00,2024-03-28T14:04:00+00:00,2024-03-28T13:04:00+00:00,651.11,679.36,16,11727.0,2760.54,1743.93,1401.29,91.81,273.07,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004308,1,25,9,1,13,58,56,2024-06-03T21:11:00+00:00,2024-06-04T11:11:00+00:00,2024-06-04T11:11:00+00:00,2024-06-08T13:11:00+00:00,2024-06-08T18:11:00+00:00,2219.59,2193.41,13,12038.29,3419.94,4531.51,3865.43,309.85,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004309,1,21,12,2,37,6,128,2024-04-16T03:57:00+00:00,2024-04-16T16:57:00+00:00,2024-04-16T16:57:00+00:00,2024-04-20T18:57:00+00:00,2024-04-21T04:57:00+00:00,1239.82,1230.97,15,13889.31,1306.29,2507.35,1930.9,171.53,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004310,1,6,5,3,9,30,35,2024-03-23T13:08:00+00:00,2024-03-23T18:08:00+00:00,2024-03-23T20:08:00+00:00,2024-03-28T01:08:00+00:00,2024-03-28T12:08:00+00:00,660.67,687.73,21,6573.99,606.56,1217.12,997.66,90.02,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004311,1,17,5,3,49,22,174,2024-03-07T12:48:00+00:00,2024-03-08T08:48:00+00:00,2024-03-08T11:48:00+00:00,2024-03-13T16:48:00+00:00,2024-03-13T13:48:00+00:00,1029.75,1064.81,17,32173.06,700.69,1824.46,1428.86,141.85,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004312,1,19,5,1,13,18,46,2024-06-19T03:19:00+00:00,2024-06-19T10:19:00+00:00,2024-06-19T13:19:00+00:00,2024-06-24T16:19:00+00:00,2024-06-24T09:19:00+00:00,2506.65,2498.45,20,40727.47,1424.09,4579.65,3971.59,350.93,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004313,1,23,4,3,5,34,22,2024-05-14T15:55:00+00:00,2024-05-15T07:55:00+00:00,2024-05-15T08:55:00+00:00,2024-05-19T13:55:00+00:00,2024-05-19T19:55:00+00:00,1806.81,1863.6,6,6062.31,2340.6,4342.94,3468.55,248.71,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004314,1,9,4,3,5,46,25,2024-01-12T23:24:00+00:00,2024-01-13T08:24:00+00:00,2024-01-13T11:24:00+00:00,2024-01-15T10:24:00+00:00,2024-01-15T20:24:00+00:00,421.99,433.49,22,38648.76,3357.2,1193.28,946.97,60.66,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004315,1,19,10,1,29,10,101,2024-04-28T16:49:00+00:00,2024-04-29T06:49:00+00:00,2024-04-29T08:49:00+00:00,2024-05-02T08:49:00+00:00,2024-05-02T10:49:00+00:00,693.18,682.28,1,6049.54,2370.74,1445.94,1240.3,97.7,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004316,1,22,5,3,29,22,104,2024-02-23T13:28:00+00:00,2024-02-24T10:28:00+00:00,2024-02-24T12:28:00+00:00,2024-02-29T14:28:00+00:00,2024-02-29T11:28:00+00:00,1204.7,1259.74,23,12059.63,1710.15,2149.85,1631.79,166.91,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004317,1,16,6,3,9,30,35,2024-01-02T18:02:00+00:00,2024-01-03T10:02:00+00:00,2024-01-03T11:02:00+00:00,2024-01-06T13:02:00+00:00,2024-01-06T16:02:00+00:00,693.97,694.82,6,15389.96,3481.58,1674.69,1460.04,103.54,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004318,1,21,7,1,45,34,163,2024-01-27T16:33:00+00:00,2024-01-28T13:33:00+00:00,2024-01-28T13:33:00+00:00,2024-02-01T20:33:00+00:00,2024-02-01T13:33:00+00:00,1533.83,1538.27,16,20323.66,2778.44,3550.82,2787.86,214.74,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004319,1,1,11,3,41,14,144,2024-03-15T02:21:00+00:00,2024-03-15T09:21:00+00:00,2024-03-15T09:21:00+00:00,2024-03-17T12:21:00+00:00,2024-03-17T21:21:00+00:00,362.24,369.83,1,32620.08,3411.33,994.96,832.97,49.88,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004320,1,14,13,1,45,6,156,2024-06-10T06:59:00+00:00,2024-06-10T10:59:00+00:00,2024-06-10T12:59:00+00:00,2024-06-12T17:59:00+00:00,2024-06-12T22:59:00+00:00,414.12,427.63,16,21284.23,2054.13,1245.1,931.55,58.74,101.37,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004321,1,6,12,2,25,10,87,2024-01-23T00:02:00+00:00,2024-01-23T18:02:00+00:00,,2024-01-25T18:02:00+00:00,,425.17,0.0,10,39440.99,2747.4,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004322,1,3,8,1,45,50,166,2024-04-10T14:20:00+00:00,2024-04-11T14:20:00+00:00,2024-04-11T14:20:00+00:00,2024-04-14T19:20:00+00:00,2024-04-14T21:20:00+00:00,651.28,665.16,23,10900.36,2576.72,1224.28,1007.33,91.7,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004323,1,4,13,2,21,46,81,2024-02-04T09:05:00+00:00,2024-02-05T06:05:00+00:00,2024-02-05T07:05:00+00:00,2024-02-08T12:05:00+00:00,2024-02-08T09:05:00+00:00,649.07,644.24,8,6910.83,267.73,1627.7,1411.08,86.81,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004324,1,6,3,2,17,34,64,2024-04-14T10:48:00+00:00,2024-04-14T16:48:00+00:00,2024-04-14T16:48:00+00:00,2024-04-18T18:48:00+00:00,2024-04-19T05:48:00+00:00,2360.58,2445.05,8,10380.11,3277.26,5544.53,4579.8,332.37,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004325,1,8,5,2,5,34,22,2024-02-13T16:55:00+00:00,2024-02-14T09:55:00+00:00,2024-02-14T10:55:00+00:00,2024-02-19T12:55:00+00:00,2024-02-19T19:55:00+00:00,1768.73,1840.72,16,32610.32,52.74,3109.87,2345.94,242.76,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004326,1,7,12,2,57,6,198,2024-02-11T08:34:00+00:00,2024-02-11T16:34:00+00:00,2024-02-11T16:34:00+00:00,2024-02-13T23:34:00+00:00,2024-02-13T18:34:00+00:00,582.04,593.74,8,5770.72,3279.12,1220.98,1001.97,77.85,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004327,1,5,12,2,53,38,192,2024-04-27T03:37:00+00:00,2024-04-27T10:37:00+00:00,2024-04-27T10:37:00+00:00,2024-04-30T14:37:00+00:00,2024-04-30T15:37:00+00:00,812.0,812.04,14,24411.45,1017.63,1657.82,1402.98,113.4,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004328,1,11,10,1,1,42,10,2024-01-26T18:46:00+00:00,2024-01-27T15:46:00+00:00,2024-01-27T18:46:00+00:00,2024-01-31T22:46:00+00:00,2024-01-31T21:46:00+00:00,1574.0,1630.29,23,41911.87,3277.55,3144.85,2676.65,220.36,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004329,1,24,15,2,37,42,136,2024-06-11T22:16:00+00:00,2024-06-12T14:16:00+00:00,,2024-06-16T14:16:00+00:00,,1951.44,0.0,14,39980.92,1692.71,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004330,1,6,13,2,37,54,139,2024-05-03T01:26:00+00:00,2024-05-03T09:26:00+00:00,2024-05-03T11:26:00+00:00,2024-05-06T16:26:00+00:00,2024-05-06T20:26:00+00:00,811.28,851.61,5,24554.46,822.3,1882.94,1522.71,114.35,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004331,1,13,3,3,49,42,179,2024-04-08T07:51:00+00:00,2024-04-08T18:51:00+00:00,,2024-04-12T18:51:00+00:00,,1035.17,0.0,24,5899.28,2772.38,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004332,1,18,6,1,9,6,30,2024-03-17T21:22:00+00:00,2024-03-18T08:22:00+00:00,2024-03-18T10:22:00+00:00,2024-03-21T13:22:00+00:00,2024-03-21T06:22:00+00:00,836.45,820.92,6,42498.66,791.6,2040.31,1550.6,113.97,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004333,1,4,3,3,41,14,144,2024-04-06T12:55:00+00:00,2024-04-07T11:55:00+00:00,2024-04-07T11:55:00+00:00,2024-04-09T14:55:00+00:00,2024-04-09T18:55:00+00:00,371.3,388.1,10,8209.13,1381.48,1026.63,871.31,52.71,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004334,1,24,1,3,29,34,106,2024-02-26T17:01:00+00:00,2024-02-27T07:01:00+00:00,2024-02-27T07:01:00+00:00,2024-03-02T14:01:00+00:00,2024-03-02T11:01:00+00:00,1036.01,1052.43,17,29257.66,1284.13,2533.1,2228.28,140.95,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004335,1,6,12,3,29,42,108,2024-03-03T12:31:00+00:00,2024-03-04T11:31:00+00:00,2024-03-04T11:31:00+00:00,2024-03-06T12:31:00+00:00,2024-03-07T02:31:00+00:00,584.75,583.62,8,28750.93,1344.13,1082.81,911.77,80.55,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004336,1,21,9,2,21,2,71,2024-05-16T15:55:00+00:00,2024-05-17T06:55:00+00:00,2024-05-17T07:55:00+00:00,2024-05-19T07:55:00+00:00,2024-05-19T14:55:00+00:00,457.36,468.78,8,13032.51,3293.32,1014.73,892.41,62.96,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004337,1,7,2,1,9,34,36,2024-01-15T08:55:00+00:00,2024-01-15T18:55:00+00:00,2024-01-15T21:55:00+00:00,2024-01-19T21:55:00+00:00,2024-01-20T04:55:00+00:00,1729.46,1699.93,4,39807.18,1551.87,4389.91,3551.14,245.15,127.22,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004338,1,19,12,3,5,38,23,2024-06-30T23:36:00+00:00,2024-07-01T15:36:00+00:00,2024-07-01T15:36:00+00:00,2024-07-05T19:36:00+00:00,2024-07-05T12:36:00+00:00,1242.2,1274.96,5,7368.93,794.86,2467.19,1934.7,177.82,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004339,1,18,13,3,29,26,105,2024-03-13T03:16:00+00:00,2024-03-13T08:16:00+00:00,2024-03-13T08:16:00+00:00,2024-03-16T10:16:00+00:00,2024-03-16T09:16:00+00:00,894.08,882.08,15,14357.44,2472.88,2252.81,1626.46,123.11,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004340,1,2,6,2,29,14,102,2024-02-02T06:59:00+00:00,2024-02-02T11:59:00+00:00,2024-02-02T11:59:00+00:00,2024-02-05T12:59:00+00:00,2024-02-05T09:59:00+00:00,848.24,849.15,19,7213.11,1224.86,1895.95,1558.45,116.34,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004341,1,25,14,1,1,42,10,2024-02-18T16:24:00+00:00,2024-02-19T09:24:00+00:00,2024-02-19T09:24:00+00:00,2024-02-23T17:24:00+00:00,2024-02-23T17:24:00+00:00,1641.1,1659.2,24,6415.5,1416.72,3844.35,2950.63,227.37,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004342,1,15,13,2,37,54,139,2024-04-08T04:26:00+00:00,2024-04-08T14:26:00+00:00,2024-04-08T16:26:00+00:00,2024-04-11T17:26:00+00:00,2024-04-11T20:26:00+00:00,831.23,860.5,5,7996.18,2200.42,1936.6,1648.57,117.04,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004343,1,7,8,3,9,26,34,2024-03-16T19:39:00+00:00,2024-03-17T13:39:00+00:00,2024-03-17T16:39:00+00:00,2024-03-19T21:39:00+00:00,2024-03-19T14:39:00+00:00,424.57,436.94,11,28351.81,2961.61,959.82,815.4,58.46,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004344,1,15,6,3,25,46,95,2024-02-06T04:56:00+00:00,2024-02-06T13:56:00+00:00,2024-02-06T13:56:00+00:00,2024-02-08T16:56:00+00:00,2024-02-09T00:56:00+00:00,362.63,368.48,17,39239.23,2623.77,1017.45,803.16,48.5,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004345,1,24,4,3,49,10,171,2024-03-13T19:28:00+00:00,2024-03-14T11:28:00+00:00,2024-03-14T14:28:00+00:00,2024-03-15T14:28:00+00:00,2024-03-15T10:28:00+00:00,233.66,244.88,11,10277.4,935.47,645.53,517.15,32.17,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004346,1,14,12,1,37,34,135,2024-03-17T16:03:00+00:00,2024-03-18T06:03:00+00:00,2024-03-18T06:03:00+00:00,2024-03-22T09:03:00+00:00,2024-03-22T10:03:00+00:00,2790.0,2811.55,15,7078.3,2082.44,5418.88,4148.83,380.14,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004347,1,16,2,3,53,46,194,2024-06-29T04:57:00+00:00,2024-06-29T16:57:00+00:00,2024-06-29T17:57:00+00:00,2024-07-01T21:57:00+00:00,2024-07-02T05:57:00+00:00,474.36,484.28,23,6285.23,1938.68,1218.61,927.39,67.34,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004348,1,19,8,1,25,6,86,2024-01-22T11:27:00+00:00,2024-01-23T09:27:00+00:00,2024-01-23T10:27:00+00:00,2024-01-25T12:27:00+00:00,2024-01-25T21:27:00+00:00,489.41,502.67,18,6689.36,2140.69,1009.17,762.05,68.52,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004349,1,17,4,2,21,30,77,2024-06-29T15:16:00+00:00,2024-06-30T14:16:00+00:00,2024-06-30T14:16:00+00:00,2024-07-04T17:16:00+00:00,2024-07-04T21:16:00+00:00,1178.18,1236.34,19,10302.61,2389.3,2848.78,2465.22,167.24,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004350,1,22,3,3,9,30,35,2024-03-05T13:29:00+00:00,2024-03-06T08:29:00+00:00,2024-03-06T09:29:00+00:00,2024-03-09T15:29:00+00:00,2024-03-09T07:29:00+00:00,667.08,676.42,24,25860.39,1729.11,1579.48,1149.77,91.89,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004351,1,8,1,1,13,42,52,2024-04-05T18:53:00+00:00,2024-04-06T17:53:00+00:00,2024-04-06T17:53:00+00:00,2024-04-08T18:53:00+00:00,2024-04-11T03:53:00+00:00,352.3,352.98,4,34616.34,762.25,982.9,780.27,50.01,0.0,Exception,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004352,1,19,7,3,29,14,102,2024-02-13T20:50:00+00:00,2024-02-14T08:50:00+00:00,2024-02-14T08:50:00+00:00,2024-02-17T14:50:00+00:00,2024-02-17T11:50:00+00:00,856.4,887.79,9,4383.28,1998.64,2025.6,1607.24,117.54,0.0,Delivered,True,True,True,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004353,1,11,2,2,13,26,48,2024-04-07T04:35:00+00:00,2024-04-07T17:35:00+00:00,,2024-04-11T17:35:00+00:00,,1593.68,0.0,10,21415.9,3110.75,0.0,0.0,0.0,0.0,Cancelled,False,False,False,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004354,1,24,9,3,13,46,53,2024-05-29T06:17:00+00:00,2024-05-29T13:17:00+00:00,2024-05-29T14:17:00+00:00,2024-06-02T16:17:00+00:00,2024-06-03T01:17:00+00:00,1372.45,1420.42,2,963.52,432.05,2872.61,2272.61,189.47,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004355,1,15,9,3,17,30,63,2024-02-21T16:34:00+00:00,2024-02-22T16:34:00+00:00,2024-02-22T18:34:00+00:00,2024-02-27T00:34:00+00:00,2024-02-27T02:34:00+00:00,1608.99,1614.42,21,11493.67,1112.46,2995.22,2483.01,222.93,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S004356,1,9,6,1,25,46,95,2024-03-05T01:40:00+00:00,2024-03-05T09:40:00+00:00,2024-03-05T12:40:00+00:00,2024-03-07T14:40:00+00:00,2024-03-08T01:40:00+00:00,364.62,365.2,15,31493.97,2708.67,1018.66,836.55,50.23,0.0,Delivered,False,True,False,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
